0.000000000,192.168.1.59
0.439666000,200.236.31.4
0.439783000,192.168.1.59
0.439971000,192.168.1.59
0.849251000,200.236.31.4
0.851195000,200.236.31.4
0.851205000,200.236.31.4
0.851208000,200.236.31.4
0.851210000,200.236.31.4
0.851212000,200.236.31.4
0.851401000,200.236.31.4
0.851413000,200.236.31.4
0.851416000,200.236.31.4
0.851420000,200.236.31.4
0.851511000,200.236.31.4
0.851556000,192.168.1.59
0.851557000,192.168.1.59
0.851557000,192.168.1.59
0.851558000,192.168.1.59
0.851680000,192.168.1.59
0.852242000,192.168.1.59
0.852395000,192.168.1.59
1.258912000,200.236.31.4
1.258962000,200.236.31.4
1.258966000,200.236.31.4
1.259008000,200.236.31.4
1.259132000,200.236.31.4
1.259143000,200.236.31.4
1.259218000,192.168.1.59
1.259219000,192.168.1.59
1.259219000,192.168.1.59
1.259219000,192.168.1.59
1.259473000,192.168.1.59
1.260794000,200.236.31.4
1.260800000,200.236.31.4
1.260802000,200.236.31.4
1.260803000,200.236.31.4
1.260847000,200.236.31.4
1.260850000,200.236.31.4
1.260895000,200.236.31.4
1.260952000,200.236.31.4
1.261028000,200.236.31.4
1.261098000,200.236.31.4
1.261109000,200.236.31.4
1.261190000,200.236.31.4
1.261194000,200.236.31.4
1.261259000,200.236.31.4
1.261288000,192.168.1.59
1.261288000,192.168.1.59
1.261289000,192.168.1.59
1.261289000,192.168.1.59
1.261289000,192.168.1.59
1.261290000,192.168.1.59
1.261290000,192.168.1.59
1.261290000,192.168.1.59
1.261350000,192.168.1.59
1.261355000,192.168.1.59
1.668557000,200.236.31.4
1.668617000,200.236.31.4
1.668623000,200.236.31.4
1.668671000,200.236.31.4
1.668715000,200.236.31.4
1.668756000,200.236.31.4
1.668802000,200.236.31.4
1.668837000,200.236.31.4
1.668854000,192.168.1.59
1.668855000,192.168.1.59
1.668855000,192.168.1.59
1.668855000,192.168.1.59
1.668897000,192.168.1.59
1.668958000,200.236.31.4
1.668961000,200.236.31.4
1.668999000,200.236.31.4
1.669001000,200.236.31.4
1.669010000,192.168.1.59
1.669028000,192.168.1.59
1.669076000,200.236.31.4
1.669120000,200.236.31.4
1.669170000,200.236.31.4
1.669213000,200.236.31.4
1.669260000,200.236.31.4
1.669308000,200.236.31.4
1.669321000,192.168.1.59
1.669321000,192.168.1.59
1.669321000,192.168.1.59
1.669322000,192.168.1.59
1.669322000,192.168.1.59
1.670441000,200.236.31.4
1.670487000,200.236.31.4
1.670489000,200.236.31.4
1.670532000,200.236.31.4
1.670586000,200.236.31.4
1.670611000,192.168.1.59
1.670670000,192.168.1.59
1.670671000,192.168.1.59
1.670767000,200.236.31.4
1.670778000,200.236.31.4
1.670779000,200.236.31.4
1.670826000,200.236.31.4
1.670831000,200.236.31.4
1.670874000,200.236.31.4
1.670918000,200.236.31.4
1.670957000,200.236.31.4
1.670973000,192.168.1.59
1.670973000,192.168.1.59
1.670973000,192.168.1.59
1.670974000,192.168.1.59
1.670974000,192.168.1.59
1.670974000,192.168.1.59
1.671000000,192.168.1.59
1.671055000,200.236.31.4
1.671061000,200.236.31.4
1.671097000,200.236.31.4
1.671111000,192.168.1.59
