0.000000000,192.168.1.59
0.336341000,200.236.31.4
0.336422000,192.168.1.59
0.336604000,192.168.1.59
0.631636000,200.236.31.4
0.648503000,200.236.31.4
0.648512000,200.236.31.4
0.648514000,200.236.31.4
0.648516000,200.236.31.4
0.648518000,200.236.31.4
0.648520000,200.236.31.4
0.648627000,200.236.31.4
0.648630000,200.236.31.4
0.648633000,200.236.31.4
0.648634000,200.236.31.4
0.648715000,192.168.1.59
0.648775000,192.168.1.59
0.648776000,192.168.1.59
0.648836000,192.168.1.59
0.648864000,192.168.1.59
0.648880000,192.168.1.59
0.649094000,192.168.1.59
1.155978000,200.236.31.4
1.155983000,200.236.31.4
1.156022000,200.236.31.4
1.156023000,200.236.31.4
1.156055000,200.236.31.4
1.156102000,200.236.31.4
1.156106000,200.236.31.4
1.156136000,200.236.31.4
1.156154000,192.168.1.59
1.156155000,192.168.1.59
1.156155000,192.168.1.59
1.156195000,192.168.1.59
1.156195000,192.168.1.59
1.156246000,200.236.31.4
1.156249000,200.236.31.4
1.156251000,200.236.31.4
1.156287000,200.236.31.4
1.156291000,200.236.31.4
1.156301000,192.168.1.59
1.156373000,200.236.31.4
1.156378000,200.236.31.4
1.156421000,200.236.31.4
1.156426000,200.236.31.4
1.156467000,200.236.31.4
1.156483000,192.168.1.59
1.156483000,192.168.1.59
1.156483000,192.168.1.59
1.156484000,192.168.1.59
1.156484000,192.168.1.59
1.156525000,192.168.1.59
1.157644000,200.236.31.4
1.157648000,200.236.31.4
1.157722000,192.168.1.59
1.157745000,192.168.1.59
1.567633000,200.236.31.4
1.567640000,200.236.31.4
1.567642000,200.236.31.4
1.567643000,200.236.31.4
1.567644000,200.236.31.4
1.567843000,192.168.1.59
1.567845000,192.168.1.59
1.567938000,192.168.1.59
1.568066000,200.236.31.4
1.568074000,200.236.31.4
1.568077000,200.236.31.4
1.568078000,200.236.31.4
1.568079000,200.236.31.4
1.568080000,200.236.31.4
1.568125000,200.236.31.4
1.568127000,200.236.31.4
1.568128000,200.236.31.4
1.568184000,200.236.31.4
1.568186000,200.236.31.4
1.568231000,200.236.31.4
1.568235000,200.236.31.4
1.568275000,200.236.31.4
1.568324000,200.236.31.4
1.568328000,200.236.31.4
1.568365000,200.236.31.4
1.568405000,200.236.31.4
1.568447000,200.236.31.4
1.568451000,200.236.31.4
1.568490000,200.236.31.4
1.568538000,200.236.31.4
1.568543000,200.236.31.4
1.568580000,200.236.31.4
1.568620000,200.236.31.4
1.568665000,200.236.31.4
1.568669000,200.236.31.4
1.568707000,200.236.31.4
1.568745000,200.236.31.4
1.568793000,200.236.31.4
1.568797000,200.236.31.4
1.568843000,192.168.1.59
1.568843000,192.168.1.59
1.568843000,192.168.1.59
1.568843000,192.168.1.59
1.568844000,192.168.1.59
1.568844000,192.168.1.59
1.568844000,192.168.1.59
1.568845000,192.168.1.59
1.568845000,192.168.1.59
1.568845000,192.168.1.59
1.568845000,192.168.1.59
1.568846000,192.168.1.59
1.568846000,192.168.1.59
1.568846000,192.168.1.59
1.568846000,192.168.1.59
1.568847000,192.168.1.59
1.568847000,192.168.1.59
1.568908000,192.168.1.59
1.569542000,200.236.31.4
1.670000000,192.168.1.59
1.869521000,200.236.31.4
1.869527000,200.236.31.4
1.869529000,200.236.31.4
1.869530000,200.236.31.4
1.869531000,200.236.31.4
1.869532000,200.236.31.4
1.869580000,200.236.31.4
1.869586000,200.236.31.4
1.869587000,200.236.31.4
1.869633000,200.236.31.4
1.869640000,200.236.31.4
1.869702000,200.236.31.4
1.869708000,200.236.31.4
1.869793000,200.236.31.4
1.869800000,200.236.31.4
1.869803000,200.236.31.4
1.869883000,200.236.31.4
1.869889000,200.236.31.4
1.869961000,200.236.31.4
1.869966000,200.236.31.4
1.869967000,200.236.31.4
1.870019000,200.236.31.4
1.870027000,200.236.31.4
1.870028000,200.236.31.4
1.870066000,200.236.31.4
1.870114000,200.236.31.4
1.870118000,200.236.31.4
1.870148000,200.236.31.4
1.870182000,200.236.31.4
1.870216000,200.236.31.4
1.870259000,200.236.31.4
1.870282000,192.168.1.59
1.870282000,192.168.1.59
1.870282000,192.168.1.59
1.870283000,192.168.1.59
1.870283000,192.168.1.59
1.870283000,192.168.1.59
1.870283000,192.168.1.59
1.870284000,192.168.1.59
1.870284000,192.168.1.59
1.870284000,192.168.1.59
1.870284000,192.168.1.59
1.870285000,192.168.1.59
1.870285000,192.168.1.59
1.870285000,192.168.1.59
1.870285000,192.168.1.59
1.870286000,192.168.1.59
1.870345000,192.168.1.59
1.870345000,192.168.1.59
1.870583000,200.236.31.4
1.870587000,200.236.31.4
1.870622000,200.236.31.4
1.870626000,200.236.31.4
1.870632000,192.168.1.59
1.870694000,200.236.31.4
1.870705000,192.168.1.59
1.870706000,192.168.1.59
1.870751000,192.168.1.59
1.988710000,200.236.31.4
1.988722000,200.236.31.4
1.988730000,200.236.31.4
1.989545000,192.168.1.59
1.989546000,192.168.1.59
1.989546000,192.168.1.59
2.165197000,200.236.31.4
2.165208000,200.236.31.4
2.165210000,200.236.31.4
2.165213000,200.236.31.4
2.165215000,200.236.31.4
2.165217000,200.236.31.4
2.165297000,200.236.31.4
2.165305000,200.236.31.4
2.165308000,200.236.31.4
2.165311000,200.236.31.4
2.165391000,200.236.31.4
2.165398000,200.236.31.4
2.165400000,200.236.31.4
2.165401000,200.236.31.4
2.165479000,192.168.1.59
2.165480000,192.168.1.59
2.165481000,192.168.1.59
2.165557000,192.168.1.59
2.165558000,192.168.1.59
2.165580000,192.168.1.59
2.165580000,192.168.1.59
2.165581000,192.168.1.59
2.165581000,192.168.1.59
2.165582000,192.168.1.59
2.166893000,200.236.31.4
2.166899000,200.236.31.4
2.166901000,200.236.31.4
2.166902000,200.236.31.4
2.166903000,200.236.31.4
2.166957000,200.236.31.4
2.166961000,200.236.31.4
2.166962000,200.236.31.4
2.167005000,200.236.31.4
2.167034000,192.168.1.59
2.167085000,192.168.1.59
2.167110000,192.168.1.59
2.167129000,192.168.1.59
2.167229000,200.236.31.4
2.167251000,192.168.1.59
2.167295000,192.168.1.59
2.167379000,192.168.1.59
2.168196000,200.236.31.4
2.168200000,200.236.31.4
2.168234000,200.236.31.4
2.168235000,200.236.31.4
2.168268000,200.236.31.4
2.168278000,192.168.1.59
2.168295000,192.168.1.59
2.168358000,200.236.31.4
2.168362000,200.236.31.4
2.168373000,192.168.1.59
2.168413000,192.168.1.59
2.168432000,192.168.1.59
2.169945000,200.236.31.4
2.169952000,200.236.31.4
2.169953000,200.236.31.4
2.169955000,200.236.31.4
2.169956000,200.236.31.4
2.169957000,200.236.31.4
2.170084000,192.168.1.59
2.170084000,192.168.1.59
2.170134000,192.168.1.59
2.170200000,192.168.1.59
2.283209000,200.236.31.4
2.283220000,200.236.31.4
2.283393000,192.168.1.59
2.283444000,192.168.1.59
2.284724000,200.236.31.4
2.386538000,192.168.1.59
2.459171000,200.236.31.4
2.459182000,200.236.31.4
2.459184000,200.236.31.4
2.459187000,200.236.31.4
2.459353000,192.168.1.59
2.459398000,192.168.1.59
2.459463000,192.168.1.59
2.460627000,200.236.31.4
2.460632000,200.236.31.4
2.460669000,200.236.31.4
2.460671000,200.236.31.4
2.460703000,200.236.31.4
2.460775000,200.236.31.4
2.460783000,200.236.31.4
2.460822000,200.236.31.4
2.460825000,200.236.31.4
2.460864000,200.236.31.4
2.460902000,200.236.31.4
2.460947000,200.236.31.4
2.460950000,200.236.31.4
2.460993000,200.236.31.4
2.461041000,200.236.31.4
2.461045000,200.236.31.4
2.461086000,200.236.31.4
2.461139000,200.236.31.4
2.461162000,192.168.1.59
2.461162000,192.168.1.59
2.461162000,192.168.1.59
2.461163000,192.168.1.59
2.461163000,192.168.1.59
2.461163000,192.168.1.59
2.461163000,192.168.1.59
2.461164000,192.168.1.59
2.461164000,192.168.1.59
2.461164000,192.168.1.59
2.461164000,192.168.1.59
2.461165000,192.168.1.59
2.461227000,192.168.1.59
2.462425000,200.236.31.4
2.462428000,200.236.31.4
2.462461000,200.236.31.4
2.462506000,200.236.31.4
2.462507000,200.236.31.4
2.462546000,200.236.31.4
2.462600000,200.236.31.4
2.462616000,192.168.1.59
2.462616000,192.168.1.59
2.462616000,192.168.1.59
2.462616000,192.168.1.59
2.462645000,192.168.1.59
2.463987000,200.236.31.4
2.463991000,200.236.31.4
2.464024000,200.236.31.4
2.464066000,200.236.31.4
2.464067000,200.236.31.4
2.464105000,200.236.31.4
2.464148000,200.236.31.4
2.464157000,192.168.1.59
2.464158000,192.168.1.59
2.464158000,192.168.1.59
2.464189000,192.168.1.59
2.464272000,192.168.1.59
2.465704000,200.236.31.4
2.465709000,200.236.31.4
2.465710000,200.236.31.4
2.465773000,192.168.1.59
2.465794000,192.168.1.59
2.576778000,200.236.31.4
2.576789000,200.236.31.4
2.576949000,192.168.1.59
2.576991000,192.168.1.59
2.680008000,200.236.31.4
2.752985000,200.236.31.4
2.752995000,200.236.31.4
2.752998000,200.236.31.4
2.753000000,200.236.31.4
2.753182000,192.168.1.59
2.753183000,192.168.1.59
2.753240000,192.168.1.59
2.754712000,200.236.31.4
2.754719000,200.236.31.4
